5 Minutes,Speed (mph),# Lane Points,% Observed
1/10/2024 7:20,65.20,5,0.00
1/10/2024 7:25,63.50,5,0.00
1/10/2024 7:30,61.80,5,0.00
1/10/2024 7:35,59.90,5,0.00
1/10/2024 7:40,59.20,5,0.00
1/10/2024 7:45,61.10,5,0.00
1/10/2024 7:50,61.40,5,0.00
1/10/2024 7:55,62.20,5,0.00
1/10/2024 8:00,62.10,5,0.00
1/10/2024 8:05,61.10,5,0.00
1/10/2024 8:10,61.10,5,0.00
1/10/2024 8:15,60.90,5,0.00
1/10/2024 8:20,61.30,5,0.00
1/10/2024 8:25,61.00,5,0.00
1/10/2024 8:30,60.60,5,0.00
1/10/2024 8:35,58.80,5,0.00
1/10/2024 8:40,56.70,5,0.00
1/10/2024 8:45,51.80,5,0.00
1/10/2024 8:50,53.90,5,0.00
1/10/2024 8:55,58.40,5,0.00
1/10/2024 9:00,60.70,5,0.00
1/10/2024 9:05,63.20,5,0.00
1/10/2024 9:10,64.70,5,0.00
1/10/2024 9:15,65.20,5,0.00
1/10/2024 9:20,65.00,5,0.00
1/10/2024 9:25,65.40,5,0.00
1/10/2024 9:30,65.60,5,0.00
1/10/2024 9:35,65.90,5,0.00
1/10/2024 9:40,65.60,5,0.00
1/10/2024 9:45,65.00,5,0.00
1/10/2024 9:50,65.80,5,0.00
1/10/2024 9:55,65.60,5,0.00
1/10/2024 10:00,66.60,5,0.00
1/10/2024 10:05,66.80,5,0.00
1/10/2024 10:10,67.00,5,0.00
1/10/2024 10:15,66.80,5,0.00
1/10/2024 10:20,66.00,5,0.00
1/10/2024 10:25,66.40,5,0.00
1/10/2024 10:30,66.60,5,0.00
1/10/2024 10:35,66.50,5,0.00
1/10/2024 10:40,67.10,5,0.00
1/10/2024 10:45,66.70,5,0.00
1/10/2024 10:50,66.50,5,0.00
1/10/2024 10:55,66.70,5,0.00
1/10/2024 11:00,67.20,5,0.00
1/10/2024 11:05,67.00,5,0.00
1/10/2024 11:10,66.30,5,0.00
1/10/2024 11:15,66.40,5,0.00
1/10/2024 11:20,66.20,5,0.00
1/10/2024 11:25,66.40,5,0.00
1/10/2024 11:30,66.50,5,0.00
1/10/2024 11:35,67.10,5,0.00
1/10/2024 11:40,67.10,5,0.00
1/10/2024 11:45,66.40,5,0.00
1/10/2024 11:50,66.50,5,0.00
1/10/2024 11:55,66.60,5,0.00
1/10/2024 12:00,66.40,5,0.00
1/10/2024 12:05,65.40,5,0.00
1/10/2024 12:10,66.30,5,0.00
1/10/2024 12:15,66.30,5,0.00
1/10/2024 12:20,66.10,5,0.00
1/10/2024 12:25,66.30,5,0.00
1/10/2024 12:30,66.40,5,0.00
1/10/2024 12:35,66.20,5,0.00
1/10/2024 12:40,66.30,5,0.00
1/10/2024 12:45,66.60,5,0.00
1/10/2024 12:50,65.80,5,0.00
1/10/2024 12:55,66.20,5,0.00
1/10/2024 13:00,66.10,5,0.00
1/10/2024 13:05,66.10,5,0.00
1/10/2024 13:10,65.90,5,0.00
1/10/2024 13:15,66.90,5,0.00
1/10/2024 13:20,66.10,5,0.00
1/10/2024 13:25,66.70,5,0.00
1/10/2024 13:30,67.60,5,0.00
1/10/2024 13:35,66.80,5,0.00
1/10/2024 13:40,66.80,5,0.00
1/10/2024 13:45,66.40,5,0.00
1/10/2024 13:50,66.10,5,0.00
1/10/2024 13:55,66.50,5,0.00
1/10/2024 14:00,66.30,5,0.00
1/10/2024 14:05,66.20,5,0.00
1/10/2024 14:10,65.90,5,0.00
1/10/2024 14:15,65.70,5,0.00
1/10/2024 14:20,65.60,5,0.00
1/10/2024 14:25,65.20,5,0.00
1/10/2024 14:30,65.10,5,0.00
1/10/2024 14:35,65.10,5,0.00
1/10/2024 14:40,65.50,5,0.00
1/10/2024 14:45,65.80,5,0.00
1/10/2024 14:50,65.90,5,0.00
1/10/2024 14:55,65.80,5,0.00
1/10/2024 15:00,66.30,5,0.00
1/10/2024 15:05,66.10,5,0.00
1/10/2024 15:10,66.10,5,0.00
1/10/2024 15:15,66.00,5,0.00
1/10/2024 15:20,65.90,5,0.00
1/10/2024 15:25,65.60,5,0.00
1/10/2024 15:30,66.30,5,0.00
1/10/2024 15:35,66.10,5,0.00
1/10/2024 15:40,65.50,5,0.00
1/10/2024 15:45,65.30,5,0.00
1/10/2024 15:50,65.10,5,0.00
1/10/2024 15:55,65.50,5,0.00
1/10/2024 16:00,65.70,5,0.00
1/10/2024 16:05,65.20,5,0.00
1/10/2024 16:10,65.30,5,0.00
1/10/2024 16:15,65.20,5,0.00
1/10/2024 16:20,65.20,5,0.00
1/10/2024 16:25,65.60,5,0.00
1/10/2024 16:30,65.00,5,0.00
1/10/2024 16:35,64.20,5,0.00
1/10/2024 16:40,64.70,5,0.00
1/10/2024 16:45,63.60,5,0.00
1/10/2024 16:50,64.10,5,0.00
1/10/2024 16:55,64.60,5,0.00
1/10/2024 17:00,64.80,5,0.00
1/10/2024 17:05,65.00,5,0.00
1/10/2024 17:10,63.90,5,0.00
1/10/2024 17:15,62.90,5,0.00
1/10/2024 17:20,63.50,5,0.00
1/10/2024 17:25,63.30,5,0.00
1/10/2024 17:30,63.30,5,0.00
1/10/2024 17:35,63.50,5,0.00
1/10/2024 17:40,62.90,5,0.00
1/10/2024 17:45,61.60,5,0.00
1/10/2024 17:50,62.40,5,0.00
1/10/2024 17:55,63.20,5,0.00
1/10/2024 18:00,63.20,5,0.00
1/10/2024 18:05,63.80,5,0.00
1/10/2024 18:10,63.80,5,0.00
1/10/2024 18:15,63.80,5,0.00
1/10/2024 18:20,64.60,5,0.00
1/10/2024 18:25,64.90,5,0.00
1/10/2024 18:30,65.30,5,0.00
1/10/2024 18:35,65.40,5,0.00
1/10/2024 18:40,65.00,5,0.00
1/10/2024 18:45,65.30,5,0.00
1/10/2024 18:50,66.10,5,0.00
1/10/2024 18:55,65.90,5,0.00
1/10/2024 19:00,67.40,5,0.00
1/10/2024 19:05,68.00,5,0.00
1/10/2024 19:10,68.10,5,0.00
1/10/2024 19:15,68.20,5,0.00
1/10/2024 19:20,67.90,5,0.00
1/10/2024 19:25,68.00,5,0.00
1/10/2024 19:30,67.50,5,0.00
1/10/2024 19:35,68.40,5,0.00
1/10/2024 19:40,68.30,5,0.00
1/10/2024 19:45,68.30,5,0.00
1/10/2024 19:50,67.90,5,0.00
1/10/2024 19:55,68.20,5,0.00
1/10/2024 20:00,68.40,5,0.00
1/10/2024 20:05,68.40,5,0.00
1/10/2024 20:10,68.90,5,0.00
1/10/2024 20:15,68.90,5,0.00
1/10/2024 20:20,69.30,5,0.00
1/10/2024 20:25,68.90,5,0.00
1/10/2024 20:30,69.10,5,0.00
1/10/2024 20:35,69.10,5,0.00
1/10/2024 20:40,68.50,5,0.00
1/10/2024 20:45,68.70,5,0.00
1/10/2024 20:50,69.30,5,0.00
1/10/2024 20:55,69.50,5,0.00
1/10/2024 21:00,68.80,5,0.00
1/10/2024 21:05,69.00,5,0.00
1/10/2024 21:10,69.00,5,0.00
1/10/2024 21:15,69.00,5,0.00
1/10/2024 21:20,68.70,5,0.00
1/10/2024 21:25,68.70,5,0.00
1/10/2024 21:30,68.60,5,0.00
1/10/2024 21:35,68.50,5,0.00
1/10/2024 21:40,68.60,5,0.00
1/10/2024 21:45,68.20,5,0.00
1/10/2024 21:50,68.70,5,0.00
1/10/2024 21:55,69.10,5,0.00
1/10/2024 22:00,68.80,5,0.00
1/10/2024 22:05,69.10,5,0.00
1/10/2024 22:10,69.40,5,0.00
1/10/2024 22:15,69.00,5,0.00
1/10/2024 22:20,69.00,5,0.00
1/10/2024 22:25,69.20,5,0.00
1/10/2024 22:30,69.30,5,0.00
1/10/2024 22:35,69.10,5,0.00
1/10/2024 22:40,70.80,5,0.00
1/10/2024 22:45,70.00,5,0.00
1/10/2024 22:50,69.30,5,0.00
1/10/2024 22:55,69.10,5,0.00
1/10/2024 23:00,69.10,5,0.00
1/10/2024 23:05,68.80,5,0.00
1/10/2024 23:10,69.00,5,0.00
1/10/2024 23:15,68.50,5,0.00
1/10/2024 23:20,68.60,5,0.00
1/10/2024 23:25,69.20,5,0.00
1/10/2024 23:30,68.90,5,0.00
1/10/2024 23:35,68.60,5,0.00
1/10/2024 23:40,70.60,5,0.00
1/10/2024 23:45,69.70,5,0.00
1/10/2024 23:50,69.60,5,0.00
1/10/2024 23:55,69.30,5,0.00
1/11/2024 0:00,69.50,5,0.00
1/11/2024 0:05,69.30,5,0.00
1/11/2024 0:10,69.80,5,0.00
1/11/2024 0:15,70.00,5,0.00
1/11/2024 0:20,68.60,5,0.00
1/11/2024 0:25,69.10,5,0.00
1/11/2024 0:30,68.70,5,0.00
1/11/2024 0:35,68.60,5,0.00
1/11/2024 0:40,69.00,5,0.00
1/11/2024 0:45,69.10,5,0.00
1/11/2024 0:50,68.50,5,0.00
1/11/2024 0:55,68.40,5,0.00
1/11/2024 1:00,68.80,5,0.00
1/11/2024 1:05,69.30,5,0.00
1/11/2024 1:10,68.60,5,0.00
1/11/2024 1:15,68.60,5,0.00
1/11/2024 1:20,68.50,5,0.00
1/11/2024 1:25,69.80,5,0.00
1/11/2024 1:30,68.60,5,0.00
1/11/2024 1:35,68.50,5,0.00
1/11/2024 1:40,69.20,5,0.00
1/11/2024 1:45,68.60,5,0.00
1/11/2024 1:50,68.60,5,0.00
1/11/2024 1:55,68.50,5,0.00
1/11/2024 2:00,68.90,5,0.00
1/11/2024 2:05,68.60,5,0.00
1/11/2024 2:10,68.50,5,0.00
1/11/2024 2:15,67.20,5,0.00
1/11/2024 2:20,68.50,5,0.00
1/11/2024 2:25,68.50,5,0.00
1/11/2024 2:30,68.60,5,0.00
1/11/2024 2:35,67.50,5,0.00
1/11/2024 2:40,68.30,5,0.00
1/11/2024 2:45,68.50,5,0.00
1/11/2024 2:50,68.60,5,0.00
1/11/2024 2:55,68.60,5,0.00
1/11/2024 3:00,68.70,5,0.00
1/11/2024 3:05,68.50,5,0.00
1/11/2024 3:10,67.70,5,0.00
1/11/2024 3:15,68.50,5,0.00
1/11/2024 3:20,68.70,5,0.00
1/11/2024 3:25,69.70,5,0.00
1/11/2024 3:30,68.90,5,0.00
1/11/2024 3:35,69.10,5,0.00
1/11/2024 3:40,69.00,5,0.00
1/11/2024 3:45,68.70,5,0.00
1/11/2024 3:50,68.30,5,0.00
1/11/2024 3:55,68.30,5,0.00
1/11/2024 4:00,68.00,5,0.00
1/11/2024 4:05,67.90,5,0.00
1/11/2024 4:10,68.40,5,0.00
1/11/2024 4:15,68.70,5,0.00
1/11/2024 4:20,68.50,5,0.00
1/11/2024 4:25,68.00,5,0.00
1/11/2024 4:30,67.60,5,0.00
1/11/2024 4:35,67.20,5,0.00
1/11/2024 4:40,67.20,5,0.00
1/11/2024 4:45,66.90,5,0.00
1/11/2024 4:50,66.60,5,0.00
1/11/2024 4:55,67.00,5,0.00
1/11/2024 5:00,67.30,5,0.00
1/11/2024 5:05,67.40,5,0.00
1/11/2024 5:10,66.60,5,0.00
1/11/2024 5:15,66.60,5,0.00
1/11/2024 5:20,66.20,5,0.00
1/11/2024 5:25,65.90,5,0.00
1/11/2024 5:30,65.50,5,0.00
1/11/2024 5:35,65.00,5,0.00
1/11/2024 5:40,64.50,5,0.00
1/11/2024 5:45,63.40,5,0.00
1/11/2024 5:50,63.10,5,0.00
1/11/2024 5:55,63.40,5,0.00
1/11/2024 6:00,63.90,5,0.00
1/11/2024 6:05,64.30,5,0.00
1/11/2024 6:10,64.70,5,0.00
1/11/2024 6:15,64.80,5,0.00
1/11/2024 6:20,65.60,5,0.00
1/11/2024 6:25,64.90,5,0.00
1/11/2024 6:30,64.90,5,0.00
1/11/2024 6:35,64.90,5,0.00
1/11/2024 6:40,64.20,5,0.00
1/11/2024 6:45,61.60,5,0.00
1/11/2024 6:50,61.60,5,0.00
1/11/2024 6:55,61.70,5,0.00
1/11/2024 7:00,59.10,5,0.00
1/11/2024 7:05,60.60,5,0.00
1/11/2024 7:10,61.10,5,0.00
1/11/2024 7:15,61.70,5,0.00
1/11/2024 7:20,61.80,5,0.00
1/11/2024 7:25,60.20,5,0.00
1/11/2024 7:30,58.80,5,0.00
1/11/2024 7:35,59.50,5,0.00
1/11/2024 7:40,59.10,5,0.00
1/11/2024 7:45,58.40,5,0.00
1/11/2024 7:50,50.70,5,0.00
1/11/2024 7:55,45.80,5,0.00
1/11/2024 8:00,46.70,5,0.00
1/11/2024 8:05,48.60,5,0.00
1/11/2024 8:10,51.70,5,0.00
1/11/2024 8:15,50.20,5,0.00
1/11/2024 8:20,54.30,5,0.00
1/11/2024 8:25,56.60,5,0.00
1/11/2024 8:30,57.10,5,0.00
1/11/2024 8:35,57.20,5,0.00
1/11/2024 8:40,58.20,5,0.00
1/11/2024 8:45,59.10,5,0.00
1/11/2024 8:50,60.00,5,0.00
1/11/2024 8:55,60.70,5,0.00
1/11/2024 9:00,61.40,5,0.00
1/11/2024 9:05,63.20,5,0.00
1/11/2024 9:10,63.80,5,0.00
1/11/2024 9:15,64.20,5,0.00
1/11/2024 9:20,64.70,5,0.00
1/11/2024 9:25,64.40,5,0.00
1/11/2024 9:30,64.40,5,0.00
1/11/2024 9:35,63.80,5,0.00
1/11/2024 9:40,63.50,5,0.00
1/11/2024 9:45,63.70,5,0.00
1/11/2024 9:50,64.10,5,0.00
1/11/2024 9:55,65.40,5,0.00
1/11/2024 10:00,65.60,5,0.00
1/11/2024 10:05,66.00,5,0.00
1/11/2024 10:10,65.60,5,0.00
1/11/2024 10:15,65.80,5,0.00
1/11/2024 10:20,66.10,5,0.00
1/11/2024 10:25,66.10,5,0.00
1/11/2024 10:30,65.50,5,0.00
1/11/2024 10:35,65.30,5,0.00
1/11/2024 10:40,66.00,5,0.00
1/11/2024 10:45,65.90,5,0.00
1/11/2024 10:50,66.60,5,0.00
1/11/2024 10:55,66.70,5,0.00
1/11/2024 11:00,66.40,5,0.00
1/11/2024 11:05,66.80,5,0.00
1/11/2024 11:10,66.90,5,0.00
1/11/2024 11:15,66.90,5,0.00
1/11/2024 11:20,66.30,5,0.00
1/11/2024 11:25,66.80,5,0.00
1/11/2024 11:30,66.30,5,0.00
1/11/2024 11:35,66.30,5,0.00
1/11/2024 11:40,66.30,5,0.00
1/11/2024 11:45,66.10,5,0.00
1/11/2024 11:50,66.30,5,0.00
1/11/2024 11:55,66.30,5,0.00
1/11/2024 12:00,66.70,5,0.00
1/11/2024 12:05,66.60,5,0.00
1/11/2024 12:10,66.50,5,0.00
1/11/2024 12:15,66.40,5,0.00
1/11/2024 12:20,66.30,5,0.00
1/11/2024 12:25,66.90,5,0.00
1/11/2024 12:30,67.10,5,0.00
1/11/2024 12:35,67.10,5,0.00
1/11/2024 12:40,67.20,5,0.00
1/11/2024 12:45,67.30,5,0.00
1/11/2024 12:50,66.60,5,0.00
1/11/2024 12:55,66.20,5,0.00
1/11/2024 13:00,66.50,5,0.00
1/11/2024 13:05,66.20,5,0.00
1/11/2024 13:10,66.40,5,0.00
1/11/2024 13:15,66.10,5,0.00
1/11/2024 13:20,65.60,5,0.00
1/11/2024 13:25,65.80,5,0.00
1/11/2024 13:30,66.10,5,0.00
1/11/2024 13:35,66.50,5,0.00
1/11/2024 13:40,66.60,5,0.00
1/11/2024 13:45,66.10,5,0.00
1/11/2024 13:50,66.30,5,0.00
1/11/2024 13:55,66.30,5,0.00
1/11/2024 14:00,66.30,5,0.00
1/11/2024 14:05,66.00,5,0.00
1/11/2024 14:10,66.10,5,0.00
1/11/2024 14:15,66.10,5,0.00
1/11/2024 14:20,65.70,5,0.00
1/11/2024 14:25,66.00,5,0.00
1/11/2024 14:30,66.10,5,0.00
1/11/2024 14:35,66.20,5,0.00
1/11/2024 14:40,66.00,5,0.00
1/11/2024 14:45,65.20,5,0.00
1/11/2024 14:50,65.60,5,0.00
1/11/2024 14:55,65.30,5,0.00
1/11/2024 15:00,65.90,5,0.00
1/11/2024 15:05,66.50,5,0.00
1/11/2024 15:10,66.40,5,0.00
1/11/2024 15:15,65.90,5,0.00
1/11/2024 15:20,65.70,5,0.00
1/11/2024 15:25,65.10,5,0.00
1/11/2024 15:30,64.90,5,0.00
1/11/2024 15:35,64.90,5,0.00
1/11/2024 15:40,65.00,5,0.00
1/11/2024 15:45,65.00,5,0.00
1/11/2024 15:50,65.10,5,0.00
1/11/2024 15:55,65.40,5,0.00
1/11/2024 16:00,65.50,5,0.00
1/11/2024 16:05,65.50,5,0.00
1/11/2024 16:10,65.20,5,0.00
1/11/2024 16:15,65.10,5,0.00
1/11/2024 16:20,64.50,5,0.00
1/11/2024 16:25,64.00,5,0.00
1/11/2024 16:30,64.00,5,0.00
1/11/2024 16:35,64.20,5,0.00
1/11/2024 16:40,64.40,5,0.00
1/11/2024 16:45,64.70,5,0.00
1/11/2024 16:50,65.40,5,0.00
1/11/2024 16:55,65.80,5,0.00
1/11/2024 17:00,64.40,5,0.00
1/11/2024 17:05,64.30,5,0.00
1/11/2024 17:10,64.20,5,0.00
1/11/2024 17:15,64.00,5,0.00
1/11/2024 17:20,64.40,5,0.00
1/11/2024 17:25,64.70,5,0.00
1/11/2024 17:30,65.80,5,0.00
1/11/2024 17:35,65.90,5,0.00
1/11/2024 17:40,64.70,5,0.00
1/11/2024 17:45,64.70,5,0.00
1/11/2024 17:50,65.20,5,0.00
1/11/2024 17:55,65.40,5,0.00
1/11/2024 18:00,64.80,5,0.00
1/11/2024 18:05,64.70,5,0.00
1/11/2024 18:10,64.60,5,0.00
1/11/2024 18:15,64.00,5,0.00
1/11/2024 18:20,64.80,5,0.00
1/11/2024 18:25,65.20,5,0.00
1/11/2024 18:30,65.00,5,0.00
1/11/2024 18:35,64.90,5,0.00
1/11/2024 18:40,65.00,5,0.00
1/11/2024 18:45,65.90,5,0.00
1/11/2024 18:50,65.00,5,0.00
1/11/2024 18:55,65.50,5,0.00
1/11/2024 19:00,66.40,5,0.00
1/11/2024 19:05,66.10,5,0.00
1/11/2024 19:10,66.40,5,0.00
1/11/2024 19:15,66.50,5,0.00
1/11/2024 19:20,67.10,5,0.00
1/11/2024 19:25,67.20,5,0.00
1/11/2024 19:30,67.10,5,0.00
1/11/2024 19:35,66.80,5,0.00
1/11/2024 19:40,66.40,5,0.00
1/11/2024 19:45,66.80,5,0.00
1/11/2024 19:50,67.10,5,0.00
1/11/2024 19:55,66.90,5,0.00
1/11/2024 20:00,68.10,5,0.00
1/11/2024 20:05,68.70,5,0.00
1/11/2024 20:10,69.30,5,0.00
1/11/2024 20:15,68.90,5,0.00
1/11/2024 20:20,68.50,5,0.00
1/11/2024 20:25,68.80,5,0.00
1/11/2024 20:30,69.10,5,0.00
1/11/2024 20:35,68.70,5,0.00
1/11/2024 20:40,68.60,5,0.00
1/11/2024 20:45,68.40,5,0.00
1/11/2024 20:50,68.40,5,0.00
1/11/2024 20:55,68.80,5,0.00
1/11/2024 21:00,69.00,5,0.00
1/11/2024 21:05,69.00,5,0.00
1/11/2024 21:10,69.10,5,0.00
1/11/2024 21:15,69.40,5,0.00
1/11/2024 21:20,68.70,5,0.00
1/11/2024 21:25,68.90,5,0.00
1/11/2024 21:30,68.40,5,0.00
1/11/2024 21:35,68.60,5,0.00
1/11/2024 21:40,69.00,5,0.00
1/11/2024 21:45,69.60,5,0.00
1/11/2024 21:50,69.30,5,0.00
1/11/2024 21:55,69.10,5,0.00
1/11/2024 22:00,69.10,5,0.00
1/11/2024 22:05,69.20,5,0.00
1/11/2024 22:10,68.80,5,0.00
1/11/2024 22:15,69.20,5,0.00
1/11/2024 22:20,69.00,5,0.00
1/11/2024 22:25,69.10,5,0.00
1/11/2024 22:30,69.30,5,0.00
1/11/2024 22:35,69.20,5,0.00
1/11/2024 22:40,69.10,5,0.00
1/11/2024 22:45,69.00,5,0.00
1/11/2024 22:50,68.80,5,0.00
1/11/2024 22:55,69.20,5,0.00
1/11/2024 23:00,69.60,5,0.00
1/11/2024 23:05,69.40,5,0.00
1/11/2024 23:10,68.70,5,0.00
1/11/2024 23:15,69.40,5,0.00
1/11/2024 23:20,69.00,5,0.00
1/11/2024 23:25,69.00,5,0.00
1/11/2024 23:30,69.30,5,0.00
1/11/2024 23:35,70.00,5,0.00
1/11/2024 23:40,69.50,5,0.00
1/11/2024 23:45,70.10,5,0.00
1/11/2024 23:50,69.80,5,0.00
1/11/2024 23:55,69.90,5,0.00
1/12/2024 0:00,69.20,5,0.00
1/12/2024 0:05,69.00,5,0.00
1/12/2024 0:10,70.30,5,0.00
1/12/2024 0:15,69.60,5,0.00
1/12/2024 0:20,70.40,5,0.00
1/12/2024 0:25,69.40,5,0.00
1/12/2024 0:30,68.90,5,0.00
1/12/2024 0:35,68.60,5,0.00
1/12/2024 0:40,69.30,5,0.00
1/12/2024 0:45,69.10,5,0.00
1/12/2024 0:50,68.60,5,0.00
1/12/2024 0:55,69.20,5,0.00
1/12/2024 1:00,68.70,5,0.00
1/12/2024 1:05,68.50,5,0.00
1/12/2024 1:10,68.70,5,0.00
1/12/2024 1:15,68.70,5,0.00
1/12/2024 1:20,68.90,5,0.00
1/12/2024 1:25,69.60,5,0.00
1/12/2024 1:30,68.70,5,0.00
1/12/2024 1:35,68.70,5,0.00
1/12/2024 1:40,68.80,5,0.00
1/12/2024 1:45,68.80,5,0.00
1/12/2024 1:50,68.50,5,0.00
1/12/2024 1:55,69.30,5,0.00
1/12/2024 2:00,68.60,5,0.00
1/12/2024 2:05,68.60,5,0.00
1/12/2024 2:10,68.70,5,0.00
1/12/2024 2:15,68.60,5,0.00
1/12/2024 2:20,68.60,5,0.00
1/12/2024 2:25,68.70,5,0.00
1/12/2024 2:30,68.70,5,0.00
1/12/2024 2:35,68.60,5,0.00
1/12/2024 2:40,69.00,5,0.00
1/12/2024 2:45,68.50,5,0.00
1/12/2024 2:50,68.00,5,0.00
1/12/2024 2:55,68.60,5,0.00
1/12/2024 3:00,68.60,5,0.00
1/12/2024 3:05,68.60,5,0.00
1/12/2024 3:10,67.60,5,0.00
1/12/2024 3:15,69.30,5,0.00
1/12/2024 3:20,69.10,5,0.00
1/12/2024 3:25,69.80,5,0.00
1/12/2024 3:30,69.30,5,0.00
1/12/2024 3:35,69.00,5,0.00
1/12/2024 3:40,69.10,5,0.00
1/12/2024 3:45,69.10,5,0.00
1/12/2024 3:50,69.20,5,0.00
1/12/2024 3:55,69.00,5,0.00
1/12/2024 4:00,69.20,5,0.00
1/12/2024 4:05,69.00,5,0.00
1/12/2024 4:10,69.10,5,0.00
1/12/2024 4:15,69.20,5,0.00
1/12/2024 4:20,69.00,5,0.00
1/12/2024 4:25,69.00,5,0.00
1/12/2024 4:30,68.90,5,0.00
1/12/2024 4:35,68.90,5,0.00
1/12/2024 4:40,69.10,5,0.00
1/12/2024 4:45,69.30,5,0.00
1/12/2024 4:50,69.10,5,0.00
1/12/2024 4:55,69.30,5,0.00
1/12/2024 5:00,69.40,5,0.00
1/12/2024 5:05,69.40,5,0.00
1/12/2024 5:10,68.80,5,0.00
1/12/2024 5:15,69.50,5,0.00
1/12/2024 5:20,69.30,5,0.00
1/12/2024 5:25,69.10,5,0.00
1/12/2024 5:30,68.80,5,0.00
1/12/2024 5:35,68.50,5,0.00
1/12/2024 5:40,69.10,5,0.00
1/12/2024 5:45,68.20,5,0.00
1/12/2024 5:50,68.60,5,0.00
1/12/2024 5:55,68.40,5,0.00
1/12/2024 6:00,68.80,5,0.00
1/12/2024 6:05,67.80,5,0.00
1/12/2024 6:10,67.70,5,0.00
1/12/2024 6:15,67.70,5,0.00
1/12/2024 6:20,67.70,5,0.00
1/12/2024 6:25,68.00,5,0.00
1/12/2024 6:30,67.80,5,0.00
1/12/2024 6:35,67.80,5,0.00
1/12/2024 6:40,67.20,5,0.00
1/12/2024 6:45,66.70,5,0.00
1/12/2024 6:50,66.40,5,0.00
1/12/2024 6:55,66.90,5,0.00
1/12/2024 7:00,67.30,5,0.00
1/12/2024 7:05,67.10,5,0.00
1/12/2024 7:10,66.50,5,0.00
1/12/2024 7:15,65.90,5,0.00
1/12/2024 7:20,66.00,5,0.00
1/12/2024 7:25,65.30,5,0.00
1/12/2024 7:30,65.10,5,0.00
1/12/2024 7:35,64.10,5,0.00
1/12/2024 7:40,63.70,5,0.00
1/12/2024 7:45,63.50,5,0.00
1/12/2024 7:50,63.10,5,0.00
1/12/2024 7:55,62.80,5,0.00
1/12/2024 8:00,62.40,5,0.00
1/12/2024 8:05,63.10,5,0.00
1/12/2024 8:10,63.10,5,0.00
1/12/2024 8:15,63.30,5,0.00
1/12/2024 8:20,61.80,5,0.00
1/12/2024 8:25,62.50,5,0.00
1/12/2024 8:30,63.20,5,0.00
1/12/2024 8:35,63.40,5,0.00
1/12/2024 8:40,62.90,5,0.00
1/12/2024 8:45,63.30,5,0.00
1/12/2024 8:50,63.50,5,0.00
1/12/2024 8:55,64.40,5,0.00
1/12/2024 9:00,64.70,5,0.00
1/12/2024 9:05,65.70,5,0.00
1/12/2024 9:10,65.40,5,0.00
1/12/2024 9:15,65.80,5,0.00
1/12/2024 9:20,65.90,5,0.00
1/12/2024 9:25,66.30,5,0.00
1/12/2024 9:30,66.40,5,0.00
1/12/2024 9:35,66.40,5,0.00
1/12/2024 9:40,66.10,5,0.00
1/12/2024 9:45,65.40,5,0.00
1/12/2024 9:50,66.00,5,0.00
1/12/2024 9:55,66.50,5,0.00
1/12/2024 10:00,66.60,5,0.00
1/12/2024 10:05,66.40,5,0.00
1/12/2024 10:10,67.00,5,0.00
1/12/2024 10:15,66.00,5,0.00
1/12/2024 10:20,67.00,5,0.00
1/12/2024 10:25,66.90,5,0.00
1/12/2024 10:30,66.60,5,0.00
1/12/2024 10:35,66.70,5,0.00
1/12/2024 10:40,66.40,5,0.00
1/12/2024 10:45,66.30,5,0.00
1/12/2024 10:50,66.20,5,0.00
1/12/2024 10:55,66.10,5,0.00
1/12/2024 11:00,66.00,5,0.00
1/12/2024 11:05,66.50,5,0.00
1/12/2024 11:10,66.90,5,0.00
1/12/2024 11:15,66.00,5,0.00
1/12/2024 11:20,65.80,5,0.00
1/12/2024 11:25,66.10,5,0.00
1/12/2024 11:30,66.30,5,0.00
1/12/2024 11:35,65.80,5,0.00
1/12/2024 11:40,65.50,5,0.00
1/12/2024 11:45,65.60,5,0.00
1/12/2024 11:50,65.80,5,0.00
1/12/2024 11:55,65.60,5,0.00
1/12/2024 12:00,65.20,5,0.00
1/12/2024 12:05,65.70,5,0.00
1/12/2024 12:10,65.00,5,0.00
1/12/2024 12:15,65.70,5,0.00
1/12/2024 12:20,65.40,5,0.00
1/12/2024 12:25,65.30,5,0.00
1/12/2024 12:30,65.40,5,0.00
1/12/2024 12:35,65.70,5,0.00
1/12/2024 12:40,66.30,5,0.00
1/12/2024 12:45,65.50,5,0.00
1/12/2024 12:50,64.70,5,0.00
1/12/2024 12:55,64.50,5,0.00
1/12/2024 13:00,64.50,5,0.00
1/12/2024 13:05,65.70,5,0.00
1/12/2024 13:10,65.30,5,0.00
1/12/2024 13:15,65.20,5,0.00
1/12/2024 13:20,65.30,5,0.00
1/12/2024 13:25,64.80,5,0.00
1/12/2024 13:30,65.20,5,0.00
1/12/2024 13:35,65.50,5,0.00
1/12/2024 13:40,65.80,5,0.00
1/12/2024 13:45,65.50,5,0.00
1/12/2024 13:50,65.30,5,0.00
1/12/2024 13:55,65.40,5,0.00
1/12/2024 14:00,65.30,5,0.00
1/12/2024 14:05,65.60,5,0.00
1/12/2024 14:10,65.20,5,0.00
1/12/2024 14:15,65.20,5,0.00
1/12/2024 14:20,65.50,5,0.00
1/12/2024 14:25,65.30,5,0.00
1/12/2024 14:30,64.90,5,0.00
1/12/2024 14:35,65.00,5,0.00
1/12/2024 14:40,65.20,5,0.00
